Station ID,Name,Latitude,Longitude,Capacity,Bikes Available,Docks Available,Is Renting,Is Returning,Last Reported,Timestamp
082514b8-1f3f-11e7-bf6b-3863bb334450,7th & R St NW / Shaw Library,38.912719,-77.022155,15,7,6,1,1,2024-11-27 18:19:42,2024-11-27 18:20:59
0a5dbbe0-1325-49af-9fca-f0748ca06dc0,Army Navy Dr & Fern St,38.864838,-77.056873,15,2,13,1,1,2024-11-27 18:19:45,2024-11-27 18:20:59
08263fbd-1f3f-11e7-bf6b-3863bb334450,W&OD Trail/Sunset Hills Rd & Isaac Newton Sq,38.951419,-77.340281,19,10,9,1,1,2024-11-27 18:19:42,2024-11-27 18:20:59
5e571279-84a3-4dd6-9ee5-6a834e4c624a,S Maple Ave & S Washington St,38.87972,-77.178408,12,2,10,1,1,2024-11-27 18:19:41,2024-11-27 18:20:59
12b1c990-90e7-4fef-a5b9-c78d4c81af96,53rd & D St SE/C.W. Harris Elementary,38.883318,-76.925315,19,1,18,1,1,2024-11-27 18:19:43,2024-11-27 18:20:59
84a0159b-5f00-417a-8f06-6c7c8437049f,1st & Q St SW,38.870823939537914,-77.01191514730453,15,2,13,1,1,2024-11-27 18:19:48,2024-11-27 18:20:59
08261d9d-1f3f-11e7-bf6b-3863bb334450,10th St & L'Enfant Plaza SW,38.88432272414662,-77.02601015567778,23,1,22,1,1,2024-11-27 18:19:48,2024-11-27 18:20:59
08258475-1f3f-11e7-bf6b-3863bb334450,Frederick Ave & Horners Ln,39.094772,-77.145213,9,5,3,1,1,2024-11-27 18:19:49,2024-11-27 18:20:59
1879766346478500482,39th St & Tunlaw Rd NW,38.9257,-77.079119,19,12,7,1,1,2024-11-27 18:19:48,2024-11-27 18:20:59
0824f461-1f3f-11e7-bf6b-3863bb334450,Columbia Rd & Belmont St NW,38.920669,-77.04368,19,1,18,1,1,2024-11-27 18:19:49,2024-11-27 18:20:59
0826345e-1f3f-11e7-bf6b-3863bb334450,Spring Hill Metro,38.929261,-77.240654,15,4,11,1,1,2024-11-27 18:19:50,2024-11-27 18:20:59
e823318f-8406-4230-8072-1667f5de78d4,Reston Town Center Metro North,38.953691,-77.359717,23,8,15,1,1,2024-11-27 18:19:47,2024-11-27 18:20:59
472dee60-f045-4f2e-9807-193e3ae9b661,S Washington St & Wilkes St,38.800703,-77.048043,12,3,9,1,1,2024-11-27 18:19:47,2024-11-27 18:20:59
13c42471-96ab-441d-9a4c-bc57f7af6f9b,Golf Course Sq and Golf Course Dr,38.944013,-77.353552,12,7,5,1,1,2024-11-27 18:19:47,2024-11-27 18:20:59
08263cab-1f3f-11e7-bf6b-3863bb334450,61st St & Banks Pl NE,38.891805,-76.913563,19,1,18,1,1,2024-11-27 18:19:50,2024-11-27 18:20:59
08253a4b-1f3f-11e7-bf6b-3863bb334450,St Asaph & Pendleton St,38.81074147938705,-77.0446327328682,15,7,8,1,1,2024-11-27 18:19:25,2024-11-27 18:20:59
febec658-2bcd-473e-8ba8-f84f016da7cd,Reed & Edison,38.83728,-77.060899,11,4,7,1,1,2024-11-27 18:19:26,2024-11-27 18:20:59
6922a398-ec20-493d-a832-5e337cf335f5,Roosevelt Center & Crescent Rd,39.00031,-76.878005,15,5,9,1,1,2024-11-27 18:19:21,2024-11-27 18:20:59
94b1507c-7f76-483c-b06a-a4131e0b5970,Waterfront Park,38.874820772513424,-77.0207878947258,19,7,12,1,1,2024-11-27 18:19:21,2024-11-27 18:20:59
7a19d0e7-2b3c-4805-b843-1aec84a05bfe,Reservoir Rd & 38th St NW,38.91261359469192,-77.07432264076488,19,18,1,1,1,2024-11-27 18:19:23,2024-11-27 18:20:59
5eb5b5a7-db69-4d8a-a16a-604678a544b7,Marymount University / Yorktown Blvd & 26th St N,38.904252,-77.127776,15,8,6,1,1,2024-11-27 18:19:23,2024-11-27 18:20:59
0825e4d5-1f3f-11e7-bf6b-3863bb334450,S Randolph St & Campbell Ave,38.84065400672152,-77.08865851163864,15,7,7,1,1,2024-11-27 18:19:27,2024-11-27 18:20:59
1874573898176678104,Blenheim Blvd & North St,38.846972,-77.303349,12,7,5,1,1,2024-11-27 18:19:22,2024-11-27 18:20:59
2a43f4e2-4102-482e-8879-245cf7555c6b,14th & Otis Pl NW,38.934405,-77.032687,27,25,2,1,1,2024-11-27 18:19:23,2024-11-27 18:20:59
1890204129337198944,Dorr Ave & Prosperity Ave,38.879256,-77.233583,11,3,8,1,1,2024-11-27 18:19:25,2024-11-27 18:20:59
08257325-1f3f-11e7-bf6b-3863bb334450,Fenton St & New York Ave ,38.985404,-77.023082,15,11,4,1,1,2024-11-27 18:19:30,2024-11-27 18:20:59
1900964406001033780,N Shore Dr & Bandit Loop,38.95937,-77.331794,11,7,3,1,1,2024-11-27 18:19:30,2024-11-27 18:20:59
0824d0c6-1f3f-11e7-bf6b-3863bb334450,Columbus Circle / Union Station,38.89696,-77.00493,55,54,0,1,1,2024-11-27 18:19:31,2024-11-27 18:20:59
0825201c-1f3f-11e7-bf6b-3863bb334450,1st & Washington Hospital Center NW,38.928743,-77.012457,15,9,6,1,1,2024-11-27 18:19:31,2024-11-27 18:20:59
1999699654561182176,Walker Mill Road/ Walker Mill Regional Park ,38.875772,-76.868767,15,10,5,1,1,2024-11-27 18:19:32,2024-11-27 18:20:59
a2507ccc-aca1-48b2-a6a3-a3144ad92d21,Connecticut Ave & R St NW,38.912644,-77.04564,19,8,8,1,1,2024-11-27 18:19:32,2024-11-27 18:20:59
987decdd-577d-4614-a6eb-307944a634b4,1301 McCormick Dr / Wayne K. Curry Admin Bldg,38.908391,-76.843263,15,4,11,1,1,2024-11-27 18:19:33,2024-11-27 18:20:59
0825e56c-1f3f-11e7-bf6b-3863bb334450,Shady Grove Metro West,39.119765,-77.166093,19,1,17,1,1,2024-11-27 18:19:34,2024-11-27 18:20:59
082522f0-1f3f-11e7-bf6b-3863bb334450,Smithsonian-National Mall / Jefferson Dr & 12th St SW,38.888774,-77.028694,35,33,2,1,1,2024-11-27 18:19:29,2024-11-27 18:20:59
8bbafd08-edb1-426d-94f4-c7b7d9be34dd,John McCormack Rd NE,38.938889,-76.997226,19,14,5,1,1,2024-11-27 18:19:29,2024-11-27 18:20:59
7c46ff05-4fca-44e6-a50b-acbc57e8100b,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,38.81909,-77.01033,15,0,15,1,1,2024-11-27 18:19:29,2024-11-27 18:20:59
0825f723-1f3f-11e7-bf6b-3863bb334450,New Hampshire Ave & 24th St NW,38.901755,-77.051084,19,14,5,1,1,2024-11-27 18:19:33,2024-11-27 18:20:59
0136af02-2670-4042-b5cd-18b46c15c0c1,Market St & St Francis St,38.95866,-77.361516,12,9,2,1,1,2024-11-27 18:19:33,2024-11-27 18:20:59
082547de-1f3f-11e7-bf6b-3863bb334450,5th & Kennedy St NW,38.956555547721955,-77.0198142528534,15,14,1,1,1,2024-11-27 18:19:54,2024-11-27 18:20:59
082520aa-1f3f-11e7-bf6b-3863bb334450,Virginia Square Metro / Monroe St & 9th St N,38.882788,-77.103148,19,4,15,1,1,2024-11-27 18:19:55,2024-11-27 18:20:59
08246df5-1f3f-11e7-bf6b-3863bb334450,Pentagon City Metro / 12th St & S Hayes St,38.862303,-77.059936,19,13,6,1,1,2024-11-27 18:19:55,2024-11-27 18:20:59
0825164b-1f3f-11e7-bf6b-3863bb334450,Columbia Rd & Georgia Ave NW,38.92812111132096,-77.0237946510315,27,20,6,1,1,2024-11-27 18:19:55,2024-11-27 18:20:59
0824c229-1f3f-11e7-bf6b-3863bb334450,Lincoln Park / 13th & East Capitol St NE ,38.890461,-76.988355,33,2,30,1,1,2024-11-27 18:19:51,2024-11-27 18:20:59
